"sample_id","image_relpath","annotation_relpath","mask_relpath","split","class_id","class_name","num_boxes","released_width","released_height","annotation_format","notes"
"2022-04-08T08.30.39.frame1_32_68_2","Train_Data/images/train/2022-04-08T08.30.39.frame1_32_68_2.jpg","Train_Data/labels/train/2022-04-08T08.30.39.frame1_32_68_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T08.31.51.frame1_47_93_1","Train_Data/images/train/2022-04-08T08.31.51.frame1_47_93_1.jpg","Train_Data/labels/train/2022-04-08T08.31.51.frame1_47_93_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T08.32.38.frame11_765_225_0","Train_Data/images/train/2022-04-08T08.32.38.frame11_765_225_0.jpg","Train_Data/labels/train/2022-04-08T08.32.38.frame11_765_225_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T08.34.20.frame41_1_71_2","Train_Data/images/train/2022-04-08T08.34.20.frame41_1_71_2.jpg","Train_Data/labels/train/2022-04-08T08.34.20.frame41_1_71_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T08.38.02.frame21_79_203_1","Train_Data/images/train/2022-04-08T08.38.02.frame21_79_203_1.jpg","Train_Data/labels/train/2022-04-08T08.38.02.frame21_79_203_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T09.00.23.frame41_68_1_2","Train_Data/images/train/2022-04-08T09.00.23.frame41_68_1_2.jpg","Train_Data/labels/train/2022-04-08T09.00.23.frame41_68_1_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T09.04.19.frame1_2_44_1","Train_Data/images/train/2022-04-08T09.04.19.frame1_2_44_1.jpg","Train_Data/labels/train/2022-04-08T09.04.19.frame1_2_44_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T09.23.16.frame31_224_108_4","Train_Data/images/train/2022-04-08T09.23.16.frame31_224_108_4.jpg","Train_Data/labels/train/2022-04-08T09.23.16.frame31_224_108_4.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T09.38.24.frame11_201_64_0","Train_Data/images/train/2022-04-08T09.38.24.frame11_201_64_0.jpg","Train_Data/labels/train/2022-04-08T09.38.24.frame11_201_64_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T10.01.01.frame31_21_15_1","Train_Data/images/train/2022-04-08T10.01.01.frame31_21_15_1.jpg","Train_Data/labels/train/2022-04-08T10.01.01.frame31_21_15_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T10.38.07.frame21_74_0_2","Train_Data/images/train/2022-04-08T10.38.07.frame21_74_0_2.jpg","Train_Data/labels/train/2022-04-08T10.38.07.frame21_74_0_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T11.01.08.frame31_284_50_1","Train_Data/images/train/2022-04-08T11.01.08.frame31_284_50_1.jpg","Train_Data/labels/train/2022-04-08T11.01.08.frame31_284_50_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T11.08.01.frame1_176_5_0","Train_Data/images/train/2022-04-08T11.08.01.frame1_176_5_0.jpg","Train_Data/labels/train/2022-04-08T11.08.01.frame1_176_5_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T11.11.43.frame1_559_315_0","Train_Data/images/train/2022-04-08T11.11.43.frame1_559_315_0.jpg","Train_Data/labels/train/2022-04-08T11.11.43.frame1_559_315_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T11.12.09.frame31_166_51_2","Train_Data/images/train/2022-04-08T11.12.09.frame31_166_51_2.jpg","Train_Data/labels/train/2022-04-08T11.12.09.frame31_166_51_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T11.25.58.frame41_131_208_2","Train_Data/images/train/2022-04-08T11.25.58.frame41_131_208_2.jpg","Train_Data/labels/train/2022-04-08T11.25.58.frame41_131_208_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"2022-04-08T11.29.50.frame21_0_268_1","Train_Data/images/train/2022-04-08T11.29.50.frame21_0_268_1.jpg","Train_Data/labels/train/2022-04-08T11.29.50.frame21_0_268_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T12.00.39.frame41_74_213_1","Train_Data/images/train/2022-04-08T12.00.39.frame41_74_213_1.jpg","Train_Data/labels/train/2022-04-08T12.00.39.frame41_74_213_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T12.00.52.frame41_5_96_2","Train_Data/images/train/2022-04-08T12.00.52.frame41_5_96_2.jpg","Train_Data/labels/train/2022-04-08T12.00.52.frame41_5_96_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"2022-04-08T12.12.48.frame11_442_208_0","Train_Data/images/train/2022-04-08T12.12.48.frame11_442_208_0.jpg","Train_Data/labels/train/2022-04-08T12.12.48.frame11_442_208_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182809992164820046320992215403285275-0_36_77_0","Train_Data/images/train/91343852333182809992164820046320992215403285275-0_36_77_0.jpg","Train_Data/labels/train/91343852333182809992164820046320992215403285275-0_36_77_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182810219945787274831946181065111865-0_214_57_0","Train_Data/images/train/91343852333182810219945787274831946181065111865-0_214_57_0.jpg","Train_Data/labels/train/91343852333182810219945787274831946181065111865-0_214_57_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333182810551713717803312958820537247732-0_35_58_2","Train_Data/images/train/91343852333182810551713717803312958820537247732-0_35_58_2.jpg","Train_Data/labels/train/91343852333182810551713717803312958820537247732-0_35_58_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182810705218282674700135563180694508-0_58_195_1","Train_Data/images/train/91343852333182810705218282674700135563180694508-0_58_195_1.jpg","Train_Data/labels/train/91343852333182810705218282674700135563180694508-0_58_195_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182810992420371788908400950814983775-25_134_155_0","Train_Data/images/train/91343852333182810992420371788908400950814983775-25_134_155_0.jpg","Train_Data/labels/train/91343852333182810992420371788908400950814983775-25_134_155_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182818994464785729606632911106561983-0_322_163_1","Train_Data/images/train/91343852333182818994464785729606632911106561983-0_322_163_1.jpg","Train_Data/labels/train/91343852333182818994464785729606632911106561983-0_322_163_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182831512514462983372591823136625474-0_20_55_2","Train_Data/images/train/91343852333182831512514462983372591823136625474-0_20_55_2.jpg","Train_Data/labels/train/91343852333182831512514462983372591823136625474-0_20_55_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182875231604890385950863997517838300-25_82_43_0","Train_Data/images/train/91343852333182875231604890385950863997517838300-25_82_43_0.jpg","Train_Data/labels/train/91343852333182875231604890385950863997517838300-25_82_43_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182876514110771085605018314481822714-25_92_70_0","Train_Data/images/train/91343852333182876514110771085605018314481822714-25_92_70_0.jpg","Train_Data/labels/train/91343852333182876514110771085605018314481822714-25_92_70_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182877113273750099729159642168021384-25_176_102_2","Train_Data/images/train/91343852333182877113273750099729159642168021384-25_176_102_2.jpg","Train_Data/labels/train/91343852333182877113273750099729159642168021384-25_176_102_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182884927151278069049796194149561270-0_101_99_0","Train_Data/images/train/91343852333182884927151278069049796194149561270-0_101_99_0.jpg","Train_Data/labels/train/91343852333182884927151278069049796194149561270-0_101_99_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333182884927151278069049796194149561270-25_66_26_2","Train_Data/images/train/91343852333182884927151278069049796194149561270-25_66_26_2.jpg","Train_Data/labels/train/91343852333182884927151278069049796194149561270-25_66_26_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183104943758580181142521637974207472-0_544_362_1","Train_Data/images/train/91343852333183104943758580181142521637974207472-0_544_362_1.jpg","Train_Data/labels/train/91343852333183104943758580181142521637974207472-0_544_362_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183644348896017922803173343808857157-0_189_447_0","Train_Data/images/train/91343852333183644348896017922803173343808857157-0_189_447_0.jpg","Train_Data/labels/train/91343852333183644348896017922803173343808857157-0_189_447_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183673494956302856307189153690051764-0_165_1_1","Train_Data/images/train/91343852333183673494956302856307189153690051764-0_165_1_1.jpg","Train_Data/labels/train/91343852333183673494956302856307189153690051764-0_165_1_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673494956302856307189153690051764-25_25_1_0","Train_Data/images/train/91343852333183673494956302856307189153690051764-25_25_1_0.jpg","Train_Data/labels/train/91343852333183673494956302856307189153690051764-25_25_1_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673499908063013448710942852264673-0_43_0_1","Train_Data/images/train/91343852333183673499908063013448710942852264673-0_43_0_1.jpg","Train_Data/labels/train/91343852333183673499908063013448710942852264673-0_43_0_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673499908063013448710942852264673-25_84_0_0","Train_Data/images/train/91343852333183673499908063013448710942852264673-25_84_0_0.jpg","Train_Data/labels/train/91343852333183673499908063013448710942852264673-25_84_0_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673504859823170590232735579900685-0_97_0_1","Train_Data/images/train/91343852333183673504859823170590232735579900685-0_97_0_1.jpg","Train_Data/labels/train/91343852333183673504859823170590232735579900685-0_97_0_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673504859823170590232735579900685-25_22_1_0","Train_Data/images/train/91343852333183673504859823170590232735579900685-25_22_1_0.jpg","Train_Data/labels/train/91343852333183673504859823170590232735579900685-25_22_1_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183673683123188827685017691096847706-25_191_62_2","Train_Data/images/train/91343852333183673683123188827685017691096847706-25_191_62_2.jpg","Train_Data/labels/train/91343852333183673683123188827685017691096847706-25_191_62_2.txt","","train","0","TrafficSigns","3","256","256","YOLO",""
"91343852333183673702930229456251104884970467886-25_146_50_3","Train_Data/images/train/91343852333183673702930229456251104884970467886-25_146_50_3.jpg","Train_Data/labels/train/91343852333183673702930229456251104884970467886-25_146_50_3.txt","","train","0","TrafficSigns","3","256","256","YOLO",""
"91343852333183674653668179627423292372741924371-25_34_7_2","Train_Data/images/train/91343852333183674653668179627423292372741924371-25_34_7_2.jpg","Train_Data/labels/train/91343852333183674653668179627423292372741924371-25_34_7_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183676797780327671212865271285386804-25_179_19_1","Train_Data/images/train/91343852333183676797780327671212865271285386804-25_179_19_1.jpg","Train_Data/labels/train/91343852333183676797780327671212865271285386804-25_179_19_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183676802732087828354387080611163645-25_144_4_0","Train_Data/images/train/91343852333183676802732087828354387080611163645-25_144_4_0.jpg","Train_Data/labels/train/91343852333183676802732087828354387080611163645-25_144_4_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183676807683847985495908881633760741-0_98_3_2","Train_Data/images/train/91343852333183676807683847985495908881633760741-0_98_3_2.jpg","Train_Data/labels/train/91343852333183676807683847985495908881633760741-0_98_3_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183690415120759808885135953490549770-25_245_67_1","Train_Data/images/train/91343852333183690415120759808885135953490549770-25_245_67_1.jpg","Train_Data/labels/train/91343852333183690415120759808885135953490549770-25_245_67_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183736243661014153664546861471537860-0_137_82_0","Train_Data/images/train/91343852333183736243661014153664546861471537860-0_137_82_0.jpg","Train_Data/labels/train/91343852333183736243661014153664546861471537860-0_137_82_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183736243661014153664546861471537860-25_32_23_0","Train_Data/images/train/91343852333183736243661014153664546861471537860-25_32_23_0.jpg","Train_Data/labels/train/91343852333183736243661014153664546861471537860-25_32_23_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183736248612774310806068662679878726-25_56_52_0","Train_Data/images/train/91343852333183736248612774310806068662679878726-25_56_52_0.jpg","Train_Data/labels/train/91343852333183736248612774310806068662679878726-25_56_52_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183736253564534467947590475976365493-0_19_88_2","Train_Data/images/train/91343852333183736253564534467947590475976365493-0_19_88_2.jpg","Train_Data/labels/train/91343852333183736253564534467947590475976365493-0_19_88_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183814803335907203778860927474466502-25_274_0_1","Train_Data/images/train/91343852333183814803335907203778860927474466502-25_274_0_1.jpg","Train_Data/labels/train/91343852333183814803335907203778860927474466502-25_274_0_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183829242668525428593841594424054689-0_528_98_1","Train_Data/images/train/91343852333183829242668525428593841594424054689-0_528_98_1.jpg","Train_Data/labels/train/91343852333183829242668525428593841594424054689-0_528_98_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183829242668525428593841594424054689-25_486_97_0","Train_Data/images/train/91343852333183829242668525428593841594424054689-25_486_97_0.jpg","Train_Data/labels/train/91343852333183829242668525428593841594424054689-25_486_97_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183829247620285585735363402448899375-0_551_93_0","Train_Data/images/train/91343852333183829247620285585735363402448899375-0_551_93_0.jpg","Train_Data/labels/train/91343852333183829247620285585735363402448899375-0_551_93_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183829252572045742876885210057775022-25_504_74_0","Train_Data/images/train/91343852333183829252572045742876885210057775022-25_504_74_0.jpg","Train_Data/labels/train/91343852333183829252572045742876885210057775022-25_504_74_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183857418183819563733378358623599493-0_274_309_0","Train_Data/images/train/91343852333183857418183819563733378358623599493-0_274_309_0.jpg","Train_Data/labels/train/91343852333183857418183819563733378358623599493-0_274_309_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183858770014342463486277089681457830-0_392_0_2","Train_Data/images/train/91343852333183858770014342463486277089681457830-0_392_0_2.jpg","Train_Data/labels/train/91343852333183858770014342463486277089681457830-0_392_0_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183858770014342463486277089681457830-25_21_226_0","Train_Data/images/train/91343852333183858770014342463486277089681457830-25_21_226_0.jpg","Train_Data/labels/train/91343852333183858770014342463486277089681457830-25_21_226_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183863954507226990662531203270773655-25_435_210_1","Train_Data/images/train/91343852333183863954507226990662531203270773655-25_435_210_1.jpg","Train_Data/labels/train/91343852333183863954507226990662531203270773655-25_435_210_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183864103060031704787021329137347656-25_182_0_2","Train_Data/images/train/91343852333183864103060031704787021329137347656-25_182_0_2.jpg","Train_Data/labels/train/91343852333183864103060031704787021329137347656-25_182_0_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183864108011791861928543172281713959-0_94_3_2","Train_Data/images/train/91343852333183864108011791861928543172281713959-0_94_3_2.jpg","Train_Data/labels/train/91343852333183864108011791861928543172281713959-0_94_3_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183864108011791861928543172281713959-25_158_50_0","Train_Data/images/train/91343852333183864108011791861928543172281713959-25_158_50_0.jpg","Train_Data/labels/train/91343852333183864108011791861928543172281713959-25_158_50_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183864984473339675977911567298271926-25_169_24_1","Train_Data/images/train/91343852333183864984473339675977911567298271926-25_169_24_1.jpg","Train_Data/labels/train/91343852333183864984473339675977911567298271926-25_169_24_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183865133026144390223567491935244560-0_284_48_3","Train_Data/images/train/91343852333183865133026144390223567491935244560-0_284_48_3.jpg","Train_Data/labels/train/91343852333183865133026144390223567491935244560-0_284_48_3.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183870069931021060320357022341281622-0_21_383_1","Train_Data/images/train/91343852333183870069931021060320357022341281622-0_21_383_1.jpg","Train_Data/labels/train/91343852333183870069931021060320357022341281622-0_21_383_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183900548014788266827683539844563296-0_356_10_2","Train_Data/images/train/91343852333183900548014788266827683539844563296-0_356_10_2.jpg","Train_Data/labels/train/91343852333183900548014788266827683539844563296-0_356_10_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183913585999282020076631136141619450-25_142_0_1","Train_Data/images/train/91343852333183913585999282020076631136141619450-25_142_0_1.jpg","Train_Data/labels/train/91343852333183913585999282020076631136141619450-25_142_0_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183918755636886075824903219310697644-25_0_191_1","Train_Data/images/train/91343852333183918755636886075824903219310697644-25_0_191_1.jpg","Train_Data/labels/train/91343852333183918755636886075824903219310697644-25_0_191_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183918760588646232966425054986979421-0_0_266_2","Train_Data/images/train/91343852333183918760588646232966425054986979421-0_0_266_2.jpg","Train_Data/labels/train/91343852333183918760588646232966425054986979421-0_0_266_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183918770492166547249468791181056204-0_2_280_1","Train_Data/images/train/91343852333183918770492166547249468791181056204-0_2_280_1.jpg","Train_Data/labels/train/91343852333183918770492166547249468791181056204-0_2_280_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333183968708993351319491615168260849054-25_283_121_0","Train_Data/images/train/91343852333183968708993351319491615168260849054-25_283_121_0.jpg","Train_Data/labels/train/91343852333183968708993351319491615168260849054-25_283_121_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333183989813395141057162071240872311606-25_435_64_2","Train_Data/images/train/91343852333183989813395141057162071240872311606-25_435_64_2.jpg","Train_Data/labels/train/91343852333183989813395141057162071240872311606-25_435_64_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333184022564336820390676450994162673459-25_360_74_2","Train_Data/images/train/91343852333184022564336820390676450994162673459-25_360_74_2.jpg","Train_Data/labels/train/91343852333184022564336820390676450994162673459-25_360_74_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333184032071716322102905765873240732848-25_26_89_2","Train_Data/images/train/91343852333184032071716322102905765873240732848-25_26_89_2.jpg","Train_Data/labels/train/91343852333184032071716322102905765873240732848-25_26_89_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333184090096441843486621734654279386044-25_309_18_1","Train_Data/images/train/91343852333184090096441843486621734654279386044-25_309_18_1.jpg","Train_Data/labels/train/91343852333184090096441843486621734654279386044-25_309_18_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333184099712760068655456308579281994560-0_319_56_0","Train_Data/images/train/91343852333184099712760068655456308579281994560-0_319_56_0.jpg","Train_Data/labels/train/91343852333184099712760068655456308579281994560-0_319_56_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333184153736463383069454232271535141176-25_163_116_0","Train_Data/images/train/91343852333184153736463383069454232271535141176-25_163_116_0.jpg","Train_Data/labels/train/91343852333184153736463383069454232271535141176-25_163_116_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
